config,log_type,mean_fitness_alive,n_alive,run_id,seed,time,wave,damage,dodged_bullets,enemy_id,fitness,lifespan
gen_q_learning,wave_snapshot,0.0971804666666665,4.0,16,599697,1.0,1,,,,,
gen_q_learning,wave_snapshot,0.320246569444444,8.0,16,599697,2.0,1,,,,,
gen_q_learning,death,,,16,599697,2.76474544444446,1,0.0,3.0,0.0,3.52741822222222,2.63709111111112
gen_q_learning,wave_snapshot,0.267408721212121,11.0,16,599697,3.0,1,,,,,
gen_q_learning,wave_snapshot,0.390827504761905,14.0,16,599697,4.0,1,,,,,
gen_q_learning,wave_snapshot,0.591079390476191,14.0,16,599697,5.0,1,,,,,
gen_q_learning,death,,,16,599697,5.99726988888891,1,1.0,0.0,3.0,8.02084371111111,5.10421855555556
gen_q_learning,wave_snapshot,0.773656829059831,13.0,16,599697,6.0,1,,,,,
gen_q_learning,wave_snapshot,0.973659384615387,13.0,16,599697,7.0,1,,,,,
gen_q_learning,wave_snapshot,1.17266558461539,13.0,16,599697,8.0,1,,,,,
gen_q_learning,death,,,16,599697,8.71548466666671,1,0.0,0.0,5.0,1.46229073333334,7.31145366666672
gen_q_learning,wave_snapshot,1.36191000555557,12.0,16,599697,9.0,1,,,,,
gen_q_learning,wave_snapshot,1.56090377525254,12.0,16,599697,10.0,1,,,,,
gen_q_learning,wave_snapshot,2.34382632070708,12.0,16,599697,11.0,1,,,,,
gen_q_learning,wave_snapshot,3.70944727222224,12.0,16,599697,12.0,1,,,,,
gen_q_learning,wave_snapshot,3.89854767222224,12.0,16,599697,13.0,1,,,,,
gen_q_learning,wave_snapshot,4.10556960555557,12.0,16,599697,14.0,1,,,,,
gen_q_learning,wave_snapshot,4.38284713888891,12.0,16,599697,15.0,1,,,,,
gen_q_learning,wave_snapshot,5.17528080555557,12.0,16,599697,16.0,1,,,,,
gen_q_learning,death,,,16,599697,16.1212673333334,1,0.0,1.0,8.0,3.79019326666669,13.9509663333335
gen_q_learning,wave_snapshot,6.13431809090911,11.0,16,599697,17.0,1,,,,,
gen_q_learning,wave_snapshot,6.9751722828283,11.0,16,599697,18.0,1,,,,,
gen_q_learning,death,,,16,599697,18.0310066666667,1,1.0,0.0,7.0,10.2232902666667,16.1164513333334
gen_q_learning,wave_snapshot,9.04695218666668,10.0,16,599697,19.0,1,,,,,
gen_q_learning,wave_snapshot,11.5503016533333,10.0,16,599697,20.0,1,,,,,
gen_q_learning,death,,,16,599697,20.4908336666667,1,3.0,0.0,9.0,24.6131505111111,18.0657525555557
gen_q_learning,wave_snapshot,11.8648527506173,9.0,16,599697,21.0,1,,,,,
gen_q_learning,wave_snapshot,12.9527869728395,9.0,16,599697,22.0,1,,,,,
gen_q_learning,death,,,16,599697,22.6938146666667,1,2.0,1.0,13.0,18.8505171333334,19.2525856666668
gen_q_learning,wave_snapshot,12.4391849123016,8.0,16,599697,23.0,1,,,,,
gen_q_learning,death,,,16,599697,23.3859663333334,1,2.0,3.0,4.0,21.4475652,22.237826
gen_q_learning,wave_snapshot,11.3587804666667,7.0,16,599697,24.0,1,,,,,
gen_q_learning,death,,,16,599697,24.108197,1,3.0,0.0,1.0,25.7448075777778,23.7240378888889
gen_q_learning,wave_snapshot,9.1694550740741,6.0,16,599697,25.0,1,,,,,
gen_q_learning,wave_snapshot,11.8725748074074,6.0,16,599697,26.0,1,,,,,
gen_q_learning,death,,,16,599697,26.4738680000001,1,2.0,1.0,12.0,19.6573800666667,23.2869003333335
gen_q_learning,wave_snapshot,13.3350050622222,5.0,16,599697,27.0,1,,,,,
gen_q_learning,death,,,16,599697,27.6445486666667,1,2.0,0.0,6.0,19.1971237111111,25.9856185555557
gen_q_learning,wave_snapshot,13.8522066603175,4.0,16,599697,28.0,1,,,,,
gen_q_learning,death,,,16,599697,28.7519961818183,1,2.0,0.0,2.0,19.6227834808081,28.1139174040405
gen_q_learning,wave_snapshot,14.5093576518519,3.0,16,599697,29.0,1,,,,,
gen_q_learning,death,,,16,599697,30.0036343333334,1,1.0,0.0,10.0,12.4620998222223,27.3104991111113
gen_q_learning,death,,,16,599697,30.0036343333334,1,1.0,0.0,11.0,12.4117866,27.0589330000002
gen_q_learning,death,,,16,599697,30.0036343333334,1,3.0,0.0,14.0,26.2597259333334,26.2986296666668
gen_q_learning,wave_snapshot,0.118461517460317,4.0,16,599697,1.0,2,,,,,
gen_q_learning,wave_snapshot,0.214011452380952,8.0,16,599697,2.0,2,,,,,
gen_q_learning,wave_snapshot,0.392496284391534,12.0,16,599697,3.0,2,,,,,
gen_q_learning,death,,,16,599697,3.98285448484848,2,0.0,1.0,16.0,1.74221353333333,3.71106766666666
gen_q_learning,wave_snapshot,0.413175239153439,14.0,16,599697,4.0,2,,,,,
gen_q_learning,wave_snapshot,0.615420483597883,14.0,16,599697,5.0,2,,,,,
gen_q_learning,wave_snapshot,1.81643057248677,14.0,16,599697,6.0,2,,,,,
gen_q_learning,death,,,16,599697,6.38966748484849,2,1.0,0.0,15.0,8.27469026666667,6.37345133333333
gen_q_learning,wave_snapshot,1.52045474985755,13.0,16,599697,7.0,2,,,,,
gen_q_learning,wave_snapshot,1.72152081652422,13.0,16,599697,8.0,2,,,,,
gen_q_learning,death,,,16,599697,8.34952115151515,2,0.0,0.0,19.0,1.46258322539682,7.31291612698412
gen_q_learning,wave_snapshot,1.94655264911817,12.0,16,599697,9.0,2,,,,,
gen_q_learning,wave_snapshot,2.14724224911817,12.0,16,599697,10.0,2,,,,,
gen_q_learning,death,,,16,599697,10.2190848181818,2,0.0,0.0,17.0,1.93806517142857,9.69032585714286
gen_q_learning,wave_snapshot,3.01231952890813,11.0,16,599697,11.0,2,,,,,
gen_q_learning,wave_snapshot,3.84987816527177,11.0,16,599697,12.0,2,,,,,
gen_q_learning,wave_snapshot,4.6851270016354,11.0,16,599697,13.0,2,,,,,
gen_q_learning,wave_snapshot,4.8801650016354,11.0,16,599697,14.0,2,,,,,
gen_q_learning,wave_snapshot,8.26645831678692,11.0,16,599697,15.0,2,,,,,
gen_q_learning,wave_snapshot,9.74070212284752,11.0,16,599697,16.0,2,,,,,
gen_q_learning,wave_snapshot,11.2074094400192,11.0,16,599697,17.0,2,,,,,
gen_q_learning,wave_snapshot,12.6828824683021,11.0,16,599697,18.0,2,,,,,
gen_q_learning,wave_snapshot,13.6133863955748,11.0,16,599697,19.0,2,,,,,
gen_q_learning,death,,,16,599697,19.2644771515152,2,2.0,1.0,20.0,18.5949586666667,17.9747933333334
gen_q_learning,wave_snapshot,13.3160747884656,10.0,16,599697,20.0,2,,,,,
gen_q_learning,death,,,16,599697,20.7823538181819,2,3.0,0.0,18.0,25.0003852,20.001926
gen_q_learning,wave_snapshot,13.015963224221,9.0,16,599697,21.0,2,,,,,
gen_q_learning,wave_snapshot,17.1057441131099,9.0,16,599697,22.0,2,,,,,
gen_q_learning,wave_snapshot,17.3068913131099,9.0,16,599697,23.0,2,,,,,
gen_q_learning,wave_snapshot,18.2841257575544,9.0,16,599697,24.0,2,,,,,
gen_q_learning,death,,,16,599697,24.9880628181819,2,2.0,0.0,21.0,18.6891140888889,23.4455704444445
gen_q_learning,wave_snapshot,20.2065247661376,8.0,16,599697,25.0,2,,,,,
gen_q_learning,death,,,16,599697,25.3257718181819,2,2.0,0.0,26.0,18.4985834666667,22.4929173333333
gen_q_learning,wave_snapshot,22.6624568755858,7.0,16,599697,26.0,2,,,,,
gen_q_learning,death,,,16,599697,26.3396181515152,2,3.0,0.0,22.0,25.9084374666667,24.5421873333333
gen_q_learning,wave_snapshot,24.6661300104056,6.0,16,599697,27.0,2,,,,,
gen_q_learning,wave_snapshot,26.0327966770723,6.0,16,599697,28.0,2,,,,,
gen_q_learning,wave_snapshot,27.3981576770723,6.0,16,599697,29.0,2,,,,,
gen_q_learning,death,,,16,599697,29.1151831515152,2,2.0,0.0,23.0,19.4111037333333,27.0555186666666
gen_q_learning,death,,,16,599697,30.0028544848485,2,5.0,0.0,24.0,40.5353333333333,27.6766666666666
gen_q_learning,death,,,16,599697,30.0028544848485,2,3.0,0.0,25.0,26.4840972603175,27.4204863015873
gen_q_learning,death,,,16,599697,30.0028544848485,2,3.0,0.0,27.0,26.3806211333333,26.9031056666666
gen_q_learning,death,,,16,599697,30.0028544848485,2,3.0,0.0,28.0,26.3285208666667,26.6426043333333
gen_q_learning,death,,,16,599697,30.0028544848485,2,4.0,0.0,29.0,33.2735694687831,26.3678473439153
gen_q_learning,wave_snapshot,0.120726890909091,4.0,16,599697,1.0,3,,,,,
gen_q_learning,wave_snapshot,0.219457987373737,8.0,16,599697,2.0,3,,,,,
gen_q_learning,wave_snapshot,0.484010493434343,12.0,16,599697,3.0,3,,,,,
gen_q_learning,wave_snapshot,0.573571816969697,15.0,16,599697,4.0,3,,,,,
gen_q_learning,death,,,16,599697,4.60772033333333,3,0.0,2.0,31.0,2.86885876969697,4.34429384848485
gen_q_learning,wave_snapshot,0.613992126695527,14.0,16,599697,5.0,3,,,,,
gen_q_learning,wave_snapshot,0.814684245887445,14.0,16,599697,6.0,3,,,,,
