config,log_type,mean_fitness_alive,n_alive,run_id,seed,time,wave,damage,enemy_id,fitness,lifespan
ga_only,wave_snapshot,0.154499588888889,2.0,3,581133,1.0,1,,,,
ga_only,wave_snapshot,0.357439422222223,4.0,3,581133,2.0,1,,,,
ga_only,wave_snapshot,0.65656481777778,5.0,3,581133,3.0,1,,,,
ga_only,wave_snapshot,1.05666292888889,5.0,3,581133,4.0,1,,,,
ga_only,death,,,3,581133,4.95195300000006,1,0.0,3.0,1.23350957777778,6.16754788888892
ga_only,wave_snapshot,1.5067149888889,4.0,3,581133,5.0,1,,,,
ga_only,wave_snapshot,1.90218050000002,4.0,3,581133,6.0,1,,,,
ga_only,wave_snapshot,3.55221925555559,4.0,3,581133,7.0,1,,,,
ga_only,death,,,3,581133,7.34619200000012,1,1.0,2.0,7.39315020000003,11.9657510000002
ga_only,wave_snapshot,2.72244497777782,3.0,3,581133,8.0,1,,,,
ga_only,wave_snapshot,3.12320205050509,3.0,3,581133,9.0,1,,,,
ga_only,wave_snapshot,3.51850508080812,3.0,3,581133,10.0,1,,,,
ga_only,wave_snapshot,3.91880811111114,3.0,3,581133,11.0,1,,,,
ga_only,wave_snapshot,4.31880811111112,3.0,3,581133,12.0,1,,,,
ga_only,wave_snapshot,9.71865659595959,3.0,3,581133,13.0,1,,,,
ga_only,death,,,3,581133,13.3513661818183,1,1.0,4.0,9.38934434747475,21.9467217373738
ga_only,wave_snapshot,10.3540702959596,2.0,3,581133,14.0,1,,,,
ga_only,wave_snapshot,10.7580563686868,2.0,3,581133,15.0,1,,,,
ga_only,wave_snapshot,11.1579228898989,2.0,3,581133,16.0,1,,,,
ga_only,wave_snapshot,11.553918780808,2.0,3,581133,17.0,1,,,,
ga_only,wave_snapshot,11.9540702959595,2.0,3,581133,18.0,1,,,,
ga_only,wave_snapshot,12.3580879323231,2.0,3,581133,19.0,1,,,,
ga_only,wave_snapshot,12.7575551444443,2.0,3,581133,20.0,1,,,,
ga_only,wave_snapshot,13.1582701444443,2.0,3,581133,21.0,1,,,,
ga_only,wave_snapshot,13.5540702959595,2.0,3,581133,22.0,1,,,,
ga_only,wave_snapshot,13.9583840777776,2.0,3,581133,23.0,1,,,,
ga_only,wave_snapshot,14.3539187808079,2.0,3,581133,24.0,1,,,,
ga_only,wave_snapshot,14.7537672656564,2.0,3,581133,25.0,1,,,,
ga_only,wave_snapshot,17.6581612050503,2.0,3,581133,26.0,1,,,,
ga_only,death,,,3,581133,26.1824267878787,1,2.0,0.0,20.3285193797978,51.642596898989
ga_only,wave_snapshot,15.4546765696968,1.0,3,581133,27.0,1,,,,
ga_only,wave_snapshot,15.8537201515149,1.0,3,581133,28.0,1,,,,
ga_only,wave_snapshot,16.2578030303028,1.0,3,581133,29.0,1,,,,
ga_only,death,,,3,581133,30.0074267878787,1,1.0,1.0,16.6584090909089,58.2920454545443
ga_only,wave_snapshot,0.298333333333333,2.0,3,581133,1.0,2,,,,
ga_only,wave_snapshot,0.495757575757576,4.0,3,581133,2.0,2,,,,
ga_only,wave_snapshot,0.793441334545457,5.0,3,581133,3.0,2,,,,
ga_only,wave_snapshot,1.19371894666667,5.0,3,581133,4.0,2,,,,
ga_only,wave_snapshot,1.59421131030304,5.0,3,581133,5.0,2,,,,
ga_only,wave_snapshot,1.99389588000002,5.0,3,581133,6.0,2,,,,
ga_only,wave_snapshot,2.39350262545457,5.0,3,581133,7.0,2,,,,
ga_only,wave_snapshot,2.79435042545458,5.0,3,581133,8.0,2,,,,
ga_only,wave_snapshot,3.19435042545458,5.0,3,581133,9.0,2,,,,
ga_only,wave_snapshot,3.59435042545457,5.0,3,581133,10.0,2,,,,
ga_only,wave_snapshot,3.99389588000001,5.0,3,581133,11.0,2,,,,
ga_only,death,,,3,581133,11.1265151515153,2,0.0,6.0,4.24681818181819,21.2340909090909
ga_only,wave_snapshot,4.3429261469697,4.0,3,581133,12.0,2,,,,
