config,log_type,mean_fitness_alive,n_alive,run_id,seed,time,wave,damage,dodged_bullets,enemy_id,fitness,lifespan
q_only,wave_snapshot,2.0991802646465,4.0,2,864271,11.0,1,,,,,
q_only,wave_snapshot,2.29848064242427,4.0,2,864271,12.0,1,,,,,
q_only,wave_snapshot,2.49821563030305,4.0,2,864271,13.0,1,,,,,
q_only,wave_snapshot,2.6994618787879,4.0,2,864271,14.0,1,,,,,
q_only,wave_snapshot,2.8983216787879,4.0,2,864271,15.0,1,,,,,
q_only,wave_snapshot,3.09801864848487,4.0,2,864271,16.0,1,,,,,
q_only,wave_snapshot,3.29877622424245,4.0,2,864271,17.0,1,,,,,
q_only,wave_snapshot,3.49862470909093,4.0,2,864271,18.0,1,,,,,
q_only,wave_snapshot,3.69832167878789,4.0,2,864271,19.0,1,,,,,
q_only,wave_snapshot,3.89862470909092,4.0,2,864271,20.0,1,,,,,
q_only,wave_snapshot,4.09887120606062,4.0,2,864271,21.0,1,,,,,
q_only,wave_snapshot,4.29844527272728,4.0,2,864271,22.0,1,,,,,
q_only,wave_snapshot,5.49862470909091,4.0,2,864271,23.0,1,,,,,
q_only,wave_snapshot,6.19871760606061,4.0,2,864271,24.0,1,,,,,
q_only,wave_snapshot,6.64877622424243,4.0,2,864271,25.0,1,,,,,
q_only,wave_snapshot,7.0994586,4.0,2,864271,26.0,1,,,,,
q_only,wave_snapshot,8.04832167878788,4.0,2,864271,27.0,1,,,,,
q_only,death,,,2,864271,27.4529307575757,1,0.0,8.0,1.0,13.4159576848485,27.0797884242424
q_only,wave_snapshot,6.4900269111111,3.0,2,864271,28.0,1,,,,,
q_only,wave_snapshot,7.68957236565655,3.0,2,864271,29.0,1,,,,,
q_only,death,,,2,864271,29.0005358787878,1,0.0,6.0,3.0,11.6234079575757,28.1170397878787
q_only,wave_snapshot,6.42399647272726,2.0,2,864271,30.0,1,,,,,
q_only,wave_snapshot,10.6238666909091,2.0,2,864271,31.0,1,,,,,
q_only,wave_snapshot,15.8238969333333,2.0,2,864271,32.0,1,,,,,
q_only,death,,,2,864271,32.1035661818181,1,1.0,5.0,2.0,18.2947030787879,31.4735153939393
q_only,wave_snapshot,22.5743939393939,1.0,2,864271,33.0,1,,,,,
q_only,wave_snapshot,24.7742424242424,1.0,2,864271,34.0,1,,,,,
q_only,wave_snapshot,33.9748484848485,1.0,2,864271,35.0,1,,,,,
q_only,death,,,2,864271,35.3504484242423,1,3.0,7.0,0.0,35.0457400848485,35.2287004242423
q_only,wave_snapshot,0.12227925,4.0,2,864271,1.0,2,,,,,
q_only,wave_snapshot,0.321413916666666,4.0,2,864271,2.0,2,,,,,
q_only,wave_snapshot,0.771521674242425,4.0,2,864271,3.0,2,,,,,
q_only,wave_snapshot,0.971816298484851,4.0,2,864271,4.0,2,,,,,
q_only,wave_snapshot,1.17061258333334,4.0,2,864271,5.0,2,,,,,
q_only,wave_snapshot,1.37061258333335,4.0,2,864271,6.0,2,,,,,
q_only,wave_snapshot,1.82182325000002,4.0,2,864271,7.0,2,,,,,
q_only,wave_snapshot,3.021976219697,4.0,2,864271,8.0,2,,,,,
q_only,wave_snapshot,4.22167706818185,4.0,2,864271,9.0,2,,,,,
q_only,death,,,2,864271,9.20909090909104,2,0.0,11.0,4.0,12.8403030303031,9.20151515151529
q_only,wave_snapshot,2.22869556565659,3.0,2,864271,10.0,2,,,,,
q_only,wave_snapshot,3.09672586868689,3.0,2,864271,11.0,2,,,,,
q_only,wave_snapshot,4.29654062020204,3.0,2,864271,12.0,2,,,,,
q_only,wave_snapshot,4.83011436565658,3.0,2,864271,13.0,2,,,,,
q_only,wave_snapshot,5.69676823232323,3.0,2,864271,14.0,2,,,,,
q_only,wave_snapshot,6.56342209898988,3.0,2,864271,15.0,2,,,,,
q_only,wave_snapshot,9.76340929898987,3.0,2,864271,16.0,2,,,,,
q_only,death,,,2,864271,16.1243182424241,2,1.0,7.0,6.0,17.1215303151515,15.6076515757574
