config,log_type,mean_fitness_alive,n_alive,run_id,seed,time,wave,damage,enemy_id,fitness,lifespan
q_only,wave_snapshot,0.157083333333333,2.0,2,456725,1.0,1,,,,
q_only,wave_snapshot,0.350113644444445,4.0,2,456725,2.0,1,,,,
q_only,wave_snapshot,0.652725400000002,5.0,2,456725,3.0,1,,,,
q_only,wave_snapshot,1.05281742222223,5.0,2,456725,4.0,1,,,,
q_only,death,,,2,456725,4.06383922222226,1,0.0,2.0,1.07487462222223,5.37437311111114
q_only,wave_snapshot,1.45339509444446,4.0,2,456725,5.0,1,,,,
q_only,wave_snapshot,1.85348493888891,4.0,2,456725,6.0,1,,,,
q_only,death,,,2,456725,6.14766666666675,1,0.0,1.0,2.11302900000002,10.5651450000001
q_only,wave_snapshot,2.18606652592595,3.0,2,456725,7.0,1,,,,
q_only,wave_snapshot,4.24948599057243,3.0,2,456725,8.0,1,,,,
q_only,death,,,2,456725,8.3663752727274,1,1.0,3.0,7.59452867676771,12.9726433838386
q_only,wave_snapshot,3.04946464747479,2.0,2,456725,9.0,1,,,,
q_only,wave_snapshot,3.45310101111115,2.0,2,456725,10.0,1,,,,
q_only,death,,,2,456725,10.4656900909092,1,0.0,0.0,4.04135590707073,20.2067795353537
q_only,wave_snapshot,3.44993776969701,1.0,2,456725,11.0,1,,,,
q_only,wave_snapshot,8.85031513939397,1.0,2,456725,12.0,1,,,,
q_only,death,,,2,456725,12.3155414242425,1,1.0,4.0,8.97363321818184,19.8681660909092
q_only,wave_snapshot,0.296814051515151,2.0,2,456725,1.0,2,,,,
q_only,wave_snapshot,0.494051665151515,4.0,2,456725,2.0,2,,,,
q_only,death,,,2,456725,2.71005766666667,2,0.0,5.0,1.08044628484849,5.40223142424245
q_only,wave_snapshot,0.690985033333335,4.0,2,456725,3.0,2,,,,
q_only,wave_snapshot,1.09105910000001,4.0,2,456725,4.0,2,,,,
q_only,wave_snapshot,2.74103728181819,4.0,2,456725,5.0,2,,,,
q_only,death,,,2,456725,5.24263342424249,2,1.0,9.0,6.28196763636365,6.40983818181823
q_only,wave_snapshot,1.99358679191921,3.0,2,456725,6.0,2,,,,
q_only,wave_snapshot,2.39271942222225,3.0,2,456725,7.0,2,,,,
q_only,death,,,2,456725,7.88774796969712,2,0.0,8.0,2.54569237575761,12.7284618787881
q_only,wave_snapshot,2.89431818181822,2.0,2,456725,8.0,2,,,,
q_only,wave_snapshot,3.29431818181823,2.0,2,456725,9.0,2,,,,
q_only,death,,,2,456725,9.94414857575771,2,0.0,6.0,3.77333333333336,18.8666666666668
q_only,wave_snapshot,3.59152203030306,1.0,2,456725,10.0,2,,,,
q_only,wave_snapshot,8.99301636969699,1.0,2,456725,11.0,2,,,,
q_only,death,,,2,456725,11.9108152424244,2,1.0,7.0,9.35530303030304,21.7765151515152
q_only,wave_snapshot,0.293460587878788,2.0,2,456725,1.0,3,,,,
q_only,wave_snapshot,0.495783324242424,4.0,2,456725,2.0,3,,,,
q_only,wave_snapshot,0.789838780606063,5.0,2,456725,3.0,3,,,,
q_only,death,,,2,456725,3.2878787878788,3,0.0,11.0,1.10798178181819,5.53990890909094
q_only,wave_snapshot,1.13999540000001,4.0,2,456725,4.0,3,,,,
q_only,wave_snapshot,1.54268973333335,4.0,2,456725,5.0,3,,,,
q_only,wave_snapshot,1.93952003636365,4.0,2,456725,6.0,3,,,,
q_only,death,,,2,456725,6.26893939393948,3,0.0,10.0,2.50212121212124,12.5106060606062
q_only,wave_snapshot,2.18767676767679,3.0,2,456725,7.0,3,,,,
q_only,death,,,2,456725,7.95303030303045,3,0.0,13.0,2.56878787878791,12.8439393939395
q_only,wave_snapshot,2.58856060606064,2.0,2,456725,8.0,3,,,,
q_only,wave_snapshot,2.98967040000004,2.0,2,456725,9.0,3,,,,
q_only,death,,,2,456725,9.95081906060619,3,0.0,12.0,3.57304260000003,17.8652130000002
q_only,wave_snapshot,3.18667896363641,1.0,2,456725,10.0,3,,,,
q_only,wave_snapshot,3.58533715757579,1.0,2,456725,11.0,3,,,,
q_only,wave_snapshot,3.98560606060608,1.0,2,456725,12.0,3,,,,
